ml_movieId;ml_title;ml_genres;Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;ml_year;totalSeasons
1414;Mother;Comedy;Mother;2009;R;28 May 2009;129 min;Crime, Drama, Mystery;Bong Joon Ho;Bong Joon Ho, Eun-kyo Park;Hye-ja Kim, Won Bin, Jin Goo;A mother desperately searches for the killer who framed her son for a girl's horrific murder.;Korean;South Korea;44 wins & 46 nominations;https://m.media-amazon.com/images/M/MV5BMTQzMTg0NDA1M15BMl5BanBnXkFtZTgwODUzMTE0MjE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '79/100'}];79.0;7.8;66,517;tt1216496;movie;04 May 2010;$551,509;;;True;1996;
1416;Evita;Drama|Musical;Evita;1996;PG;10 Jan 1997;135 min;Biography, Drama, History;Alan Parker;Tim Rice, Alan Parker, Oliver Stone;Madonna, Jonathan Pryce, Antonio Banderas;The hit musical based on the life of Eva Perón (Evita Duarte), a B-picture Argentinian actress who eventually became the wife of Argentinian president Juan Domingo Perón, and the most beloved and hated woman in Argentina.;English;United States;Won 1 Oscar. 19 wins & 43 nominations total;https://m.media-amazon.com/images/M/MV5BMDNhZGZiMzYtNzkxNy00MGE0LWE4Y2QtOGIwOTM3ZmY5M2QwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '45/100'}];45.0;6.3;36,452;tt0116250;movie;13 Jan 2004;$50,047,179;;;True;1996;
1417;The Portrait of a Lady;Drama;The Portrait of a Lady;1996;PG-13;17 Jan 1997;144 min;Drama, Romance;Jane Campion;Henry James, Laura Jones;Nicole Kidman, John Malkovich, Barbara Hershey;An American girl inherits a fortune and falls into a misguided relationship with a gentleman confidence artist whose true nature, including a barbed and covetous disposition, turns her life into a nightmare.;English, Italian;United Kingdom, United States;Nominated for 2 Oscars. 5 wins & 15 nominations total;https://m.media-amazon.com/images/M/MV5BMWU4ZTgwYmYtZDMwNS00M2YyLTg4NTMtOGIxNWQyMmNiNDUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '60/100'}];60.0;6.2;12,213;tt0117364;movie;13 Jan 2009;$3,692,836;;;True;1996;
1419;Walkabout;Drama;Walkabout;1971;GP;01 Jul 1971;100 min;Adventure, Drama;Nicolas Roeg;Edward Bond, Donald G. Payne, Nicolas Roeg;Jenny Agutter, David Gulpilil, Luc Roeg;"Two city-bred siblings are stranded in the Australian Outback, where they learn to survive with the aid of an Aboriginal boy on his ""walkabout"": a ritual separation from his tribe.";English, Aboriginal, Czech, French;United Kingdom, Australia;1 win & 1 nomination;https://m.media-amazon.com/images/M/MV5BMzI1ZjA3ZDAtYmQ4My00MzZhLWJmYjMtMzc5M2FlMDk2YzExXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '85/100'}];85.0;7.6;26,205;tt0067959;movie;05 May 1998;;;;True;1971;
1420;Message to Love: The Isle of Wight Festival;Documentary;Message to Love: The Isle of Wight Festival;1996;;21 Feb 1997;127 min;Documentary, History, Music;Murray Lerner;Murray Lerner;Ian Anderson, Joan Baez, Martin Barre;In August 1970 600,000 fans flocked to the Isle of Wight to witness the third and final festival to be held on the island. Besides the music, they also got a look at the greed, cynicism and corruption that would plague the music i...;English;United States, United Kingdom;1 nomination;https://m.media-amazon.com/images/M/MV5BMTI2MTEzNDk3NF5BMl5BanBnXkFtZTcwNDUxMzQyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}];;7.6;580;tt0117028;movie;;;;;True;1996;
1421;Grateful Dead;Documentary;Grateful Dead;1967;;;8 min;Short;Robert Nelson;;;A chaotic film featuring the Grateful Dead. The songs that are included are Sitting on Top of the World, Good Morning Little Schoolgirl, Cold Rain and Snow, and something that might be Viola Lee Blues.;;United States;;;[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}];;6.8;24;tt0309639;movie;;;;;True;1995;
1422;Murder at 1600;Mystery|Thriller;Murder at 1600;1997;R;18 Apr 1997;107 min;Action, Crime, Drama;Dwight H. Little;Wayne Beach, David Hodgin;Wesley Snipes, Diane Lane, Daniel Benzali;A young woman is murdered in the White House. Homicide detective Regis investigates while Secret Service works against him. He's assigned agent Chance. She eventually cooperates after a man's framed.;English;United States;;https://m.media-amazon.com/images/M/MV5BN2EyYTAyNjAtNGQ3MC00NTE0LThmNGItN2Q4MWY2YzMyYzczXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '47/100'}];47.0;6.1;31,705;tt0119731;movie;03 Nov 2009;$25,804,707;;;True;1997;
1423;Hearts and Minds;Drama;Hearts and Minds;1974;R;17 Nov 1975;112 min;Documentary, History, War;Peter Davis;;Tin Chan, Chau Diem, Ngo Dinh Diem;A startling and courageous landmark documentary that unflinchingly confronted the United States' involvement in Vietnam at the height of the controversy that surrounded it.;English, French, Vietnamese;United States;Won 1 Oscar. 5 wins & 1 nomination total;https://m.media-amazon.com/images/M/MV5BOTFiMjEyZWMtZjliOS00NjQ3LWIxZDktYWY2MWJlODQzNDlkXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '68/100'}];68.0;8.2;5,866;tt0071604;movie;02 Jul 2002;$28,754;;;True;1996;
1424;Inside;Action;Inside;2021;TV-MA;30 May 2021;87 min;Comedy, Drama, Music;Bo Burnham;Bo Burnham;Bo Burnham, Socko, Scott Bennett;A musical comedy special shot and performed by Bo Burnham, alone, over the course of a very unusual year.;English;United States;Won 3 Primetime Emmys. 10 wins & 14 nominations total;https://m.media-amazon.com/images/M/MV5BMDQ0MDc4MGMtYmEyMi00ZDBhLWJiZWQtYzJhZjhmZWQxMTNiXkEyXkFqcGdeQXVyNjYyMjE4NDY@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}];;8.6;50,578;tt14544192;movie;30 May 2021;;;;True;1996;
1425;Fierce Creatures;Comedy;Fierce Creatures;1997;PG-13;24 Jan 1997;93 min;Comedy;Robert Young, Fred Schepisi;John Cleese, Iain Johnstone, Terry Jones;John Cleese, Jamie Lee Curtis, Kevin Kline;Zookeepers struggle to deal with the policies of changing directors.;English;United Kingdom, United States;;https://m.media-amazon.com/images/M/MV5BNzllMGM5ZjItZTlmZi00OGU5LTlmZWQtZWVkNDM2MjEzMzZhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '62/100'}];62.0;6.4;25,034;tt0119115;movie;26 Dec 2006;$9,381,260;;;True;1997;
1426;Zeus and Roxanne;Children's;Zeus and Roxanne;1997;PG;24 Jan 1997;98 min;Adventure, Comedy, Family;George Miller;Tom Benedek;Steve Guttenberg, Kathleen Quinlan, Arnold Vosloo;A touching friendship story between a dog and a dolphin.;English;United States;;https://m.media-amazon.com/images/M/MV5BMjU4MmNhNWMtOGZjZi00NDU1LTg5M2UtYWY5YmY3MjQwNzk5XkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}];;5.3;3,148;tt0120550;movie;10 Aug 2016;$7,233,324;;;True;1997;
1427;Turbulence;Thriller;Turbulence;1997;R;10 Jan 1997;100 min;Action, Thriller;Robert Butler;Jonathan Brett;Ray Liotta, Lauren Holly, Brendan Gleeson;After a shootout on a flight transporting prisoners, a flight attendant must outwit a smooth-talking serial killer and land the plane herself.;English;United States;4 nominations;https://m.media-amazon.com/images/M/MV5BZDMyYTgyMWQtYTJlNC00MjhiLTg3MTYtYmY3NDMxNTI4YTY0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}];;4.9;12,200;tt0120390;movie;19 Jan 2017;$11,538,235;;;True;1997;
1428;Angel Baby;Drama;Angel Baby;1995;R;24 Jan 1997;105 min;Drama, Romance;Michael Rymer;Michael Rymer;John Lynch, Jacqueline McKenzie, Colin Friels;Two schizophrenics meet during therapy and fall passionately in love. Ahead of them lies the inevitable road to disaster - one they share to the end.;English;Australia;12 wins;https://m.media-amazon.com/images/M/MV5BMjAwMDkzNTU5Ml5BMl5BanBnXkFtZTcwMTkzMTMyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}];;7.0;1,510;tt0112362;movie;19 May 2015;;;;True;1995;
1430;Underworld;Thriller;Underworld;2003;R;19 Sep 2003;121 min;Action, Fantasy, Thriller;Len Wiseman;Kevin Grevioux, Len Wiseman, Danny McBride;Kate Beckinsale, Scott Speedman, Shane Brolly;Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.;English;United States, United Kingdom, Germany, Hungary;1 win & 10 nominations;https://m.media-amazon.com/images/M/MV5BMTk1OTc2ZmUtODU0Yy00NGJiLWJmNmQtODI0MzBjODk3MjI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}];42.0;7.0;275,445;tt0320691;movie;06 Jan 2004;$51,970,690;;;True;1997;
1431;Beverly Hills Ninja;Action|Comedy;Beverly Hills Ninja;1997;PG-13;17 Jan 1997;88 min;Action, Comedy;Dennis Dugan;Mark Feldberg, Mitchell Klebanoff;Chris Farley, Nicollette Sheridan, Robin Shou;A man tries to rescue a woman with a little help from his half brother.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BNGU1NzQ1ZmItZGVmNC00NWQ4LWEwYTYtOTc4NWE1MmY0YTk2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '27/100'}];27.0;5.5;42,454;tt0118708;movie;06 Mar 2001;$31,480,418;;;True;1997;
1432;Metro;Action;Metro;1997;R;17 Jan 1997;117 min;Action, Comedy, Crime;Thomas Carter;Randy Feldman;Eddie Murphy, Michael Rapaport, Kim Miyori;A Hostage Negotiator teams up with a Sharpshooter to bring down a dangerous jewel thief.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BYmI1ZGNiYTUtOTllNi00YWU5LThmNmItODM2N2I4OTEyYmQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '41/100'}];41.0;5.6;28,187;tt0119664;movie;01 Dec 1998;$32,000,301;;;True;1997;
1433;The Machine;Comedy|Horror;The Machine;2013;R;21 Mar 2014;91 min;Action, Drama, Sci-Fi;Caradog W. James;Caradog W. James;Toby Stephens, Caity Lotz, Denis Lawson;In efforts to construct perfect android killing machines in a war against China, UK scientists exceed their goal and create a sentient robot.;English, Chinese;United Kingdom;8 wins & 4 nominations;https://m.media-amazon.com/images/M/MV5BMTUwMDg1NTk1OV5BMl5BanBnXkFtZTgwMzAyNDczMTE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '52/100'}];52.0;6.0;31,569;tt2317225;movie;17 Jun 2014;;;;True;1994;
1434;The Stranger;Action;The Stranger;2020;TV-MA;30 Jan 2020;363 min;Crime, Drama, Mystery;;;Richard Armitage, Shaun Dooley, Siobhan Finneran;Follows the lives of suburban families whose secrets and lies are made public by the appearance of a stranger.;English;United Kingdom;1 nomination;https://m.media-amazon.com/images/M/MV5BNWNlYzA2OWUtMWE1Mi00ZjMyLWExY2ItZDVlZmQ0YTMyZmEyXkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}];;7.3;52,889;tt9698480;series;;;;;True;1994;1.0
1436;Falling in Love Again;Comedy;Falling in Love Again;1980;PG;23 Feb 1984;103 min;Drama, Romance;Steven Paul;Steven Paul, Ted Allan, Susannah York;Elliott Gould, Susannah York, Michelle Pfeiffer;While struggling with his midlife crisis, Harry receives an invitation for his high school's reunion back so he takes Sue and their teenage kids on a cross-country car trip back to the Big Apple.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BNjQ3NGFjY2ItZDRjOS00N2NjLTk2YTAtNWY4NWYyMzFhZjI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}];;5.0;416;tt0080714;movie;11 Aug 2015;;;;True;1980;
1437;The Cement Garden;Drama;The Cement Garden;1993;Not Rated;11 Feb 1994;101 min;Drama;Andrew Birkin;Andrew Birkin, Ian McEwan;Charlotte Gainsbourg, Andrew Robertson, Alice Coulthard;Four children live with their terminally ill mother. After she dies, they try to hold things together. In their isolated house, they begin to deteriorate mentally, whilst they hide their mom's decomposing corpse in a makeshift con...;English;United Kingdom, Germany;2 wins & 3 nominations;https://m.media-amazon.com/images/M/MV5BNmI2NTdlNzEtYWZkOC00NzhhLTg5N2MtZTE5ZDE0NTI5MDFkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}];;7.0;4,991;tt0106535;movie;30 Mar 2004;$322,975;;;True;1993;
1438;Dante's Peak;Action|Thriller;Dante's Peak;1997;PG-13;07 Feb 1997;108 min;Action, Adventure, Thriller;Roger Donaldson;Leslie Bohem;Pierce Brosnan, Linda Hamilton, Jamie Renée Smith;A volcanologist arrives at a countryside town recently named the second-most desirable place to live in America, and discovers that the long-dormant volcano, Dante's Peak, may wake up at any moment.;English;United States;4 wins & 1 nomination;https://m.media-amazon.com/images/M/MV5BMTA1MWM3Y2MtM2YyMS00ZGI1LTgwMGQtMzczYjA5ZThmZTQ1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '43/100'}];43.0;6.0;93,288;tt0118928;movie;23 Aug 2005;$67,127,760;;;True;1997;
1439;Meet Wally Sparks;Comedy;Meet Wally Sparks;1997;R;31 Jan 1997;105 min;Comedy;Peter Baldwin;Harry Basil, Rodney Dangerfield;Rodney Dangerfield, Debi Mazar, David Ogden Stiers;Wally Sparks is a tabloid television show reporter, who's trying to boost ratings on his show. He goes to the Governor's mansion to uncover a sex scandal.;English;Japan, United States;;https://m.media-amazon.com/images/M/MV5BYzQxNzhkNzQtNjRiYy00ZGRhLWE0NDEtYzY4ZWEyN2Q1M2ViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}];;5.2;3,668;tt0119644;movie;24 Sep 1999;$4,073,582;;;True;1997;
1440;Amos & Andrew;Comedy;Amos;1985;;29 Sep 1985;100 min;Drama;Michael Tuchner;Stanley Gordon West;Kirk Douglas, Elizabeth Montgomery, Dorothy McGuire;After losing his wife and home in an accident, Amos Lasher ends up in the care of the state, specifically the Sunset Nursing Home. The head nurse of Sunset, Daisy Daws, rules the cowed residents with an iron hand, but as his deter...;English;United States;Nominated for 4 Primetime Emmys. 7 nominations total;https://m.media-amazon.com/images/M/MV5BYjEyMzVlYzctODRkOC00MjQyLTk3ZTUtZjkyMzFkZTdlNGUyXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}];;7.0;326;tt0088713;movie;;;;;True;1993;
1441;Benny & Joon;Comedy|Romance;Benny;2006;;04 Oct 2006;4 min;Short;Brad MacPherson;Brad MacPherson;Nate Prochnau;One man's simmering account of fallen comrades, life's sacrifices, and the cruelties endured by a grunt on the front line.;English;Canada;;;[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}];;8.8;15;tt0889169;movie;;;;;True;1993;
1442;Prefontaine;Drama;Prefontaine;1997;PG-13;24 Jan 1997;106 min;Biography, Drama, Romance;Steve James;Steve James, Eugene Corr;Jared Leto, R. Lee Ermey, Ed O'Neill;Based on the life of Olympic hopeful Steve Prefontaine, a long distance runner who lived in Oregon and died young.;English;United States;;https://m.media-amazon.com/images/M/MV5BMTk2MzE0NjQ0Nl5BMl5BanBnXkFtZTcwMzUxMjkxMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '56/100'}];56.0;6.8;7,446;tt0119937;movie;03 Sep 2002;$589,304;;;True;1997;
1443;A Tickle in the Heart;Documentary;A Tickle in the Heart;1996;Not Rated;23 Jan 1997;87 min;Documentary, Music;Stefan Schwietert;Thomas Kufus, Stefan Schwietert;Harriet Goldstein Darr, Julius Epstein, Max Epstein;Captures the past, present, and future of the remarkable Epstein brothers - Max, Julie and Willie - Klezmer music legends on a joyous international comeback tour.;English, Yiddish;Germany, Switzerland;3 wins;https://m.media-amazon.com/images/M/MV5BMTc2NDg0NDM1OV5BMl5BanBnXkFtZTcwNTA2NTYyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}];;8.2;81;tt0117907;movie;10 Mar 1998;;;;True;1996;
1444;Guantanamera;Comedy;Guantanamera;1995;TV-14;04 Jul 1997;105 min;Comedy, Drama;Tomás Gutiérrez Alea, Juan Carlos Tabío;Eliseo Alberto, Tomás Gutiérrez Alea, Juan Carlos Tabío;Carlos Cruz, Mirta Ibarra, Jorge Perugorría;It is a satire about life in Cuba. The members of a funeral procession and some truck drivers who need to take the same route begin to talk about God and the world and they end up discovering that life for both groups has many sim...;Spanish;Cuba, Spain, Germany;7 wins & 1 nomination;https://m.media-amazon.com/images/M/MV5BZTY5YzM1NWMtNmVlNS00MGM3LTg5ZTQtMmU5YzRkNTI0NjJiXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}];;6.9;1,528;tt0109949;movie;;$903,840;;;True;1994;
1445;McHale's Navy;Comedy|War;McHale's Navy;1997;PG;18 Apr 1997;108 min;Action, Comedy;Bryan Spicer;Peter Crabbe, Andy Rose;Tom Arnold, Dean Stockwell, Ernest Borgnine;A retired Navy officer returns to active duty, along with a group of misfit sailors, to battle his former nemesis.;English;United States;2 wins & 2 nominations;https://m.media-amazon.com/images/M/MV5BMmU2NjcwYmMtZmZhYy00NjQ0LTkyZTktM2EwMWU2M2Y3ZmI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '18/100'}];18.0;4.5;6,895;tt0119640;movie;28 Sep 2004;$4,529,843;;;True;1997;
1446;Kolya;Comedy;Kolya;1996;PG-13;24 Jan 1997;105 min;Comedy, Drama, Music;Jan Sverák;Pavel Taussig, Zdenek Sverák;Zdenek Sverák, Andrey Khalimon, Libuse Safránková;A confirmed bachelor is in for the surprise of his life when a get-rich-quick scheme backfires and leaves him with a pint-sized new roommate.;Czech, Russian, Slovak;Czech Republic, United Kingdom, France;Won 1 Oscar. 21 wins & 14 nominations total;https://m.media-amazon.com/images/M/MV5BYWU4ZTVkZjgtYTlkNi00YTY2LWExOWUtZDI5MDFhNjc3NDE1XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}];;7.7;15,760;tt0116790;movie;02 Jul 2002;$5,770,254;;;True;1996;
1447;Gridlock'd;Crime;Gridlock'd;1997;R;29 Jan 1997;91 min;Comedy, Crime, Drama;Vondie Curtis-Hall;Vondie Curtis-Hall;Tupac Shakur, Tim Roth, Thandiwe Newton;Two friends try to kick their drug addiction after a friend dies from an overdose, when they try to enroll in a detox program, things quickly go wrong.;English;United States;2 wins & 1 nomination;https://m.media-amazon.com/images/M/MV5BNWFlYTY1YWUtOWY1Yy00ODgwLTk0YzQtYTdjMDBlOTcwMGZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}];;6.9;16,037;tt0119225;movie;13 Mar 2007;$5,571,205;;;True;1997;
1448;Fire on the Mountain;Documentary;Fire on the Mountain;1981;Not Rated;23 Nov 1981;120 min;Drama;Donald Wrye;Edward Abbey, John Sacret Young;Buddy Ebsen, Ron Howard, Julie Carmen;The story of one man's defiance of the United States government. The hero, John Vogelin, is an old rancher whose property adjoins the White Sands Missile Range in New Mexico. When the U.S. Air Force tries to take the possession of...;English;United States;Nominated for 1 Primetime Emmy. 1 nomination total;https://m.media-amazon.com/images/M/MV5BMjI5MzI2OTU2NF5BMl5BanBnXkFtZTcwNDMyMzExNQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}];;6.4;139;tt0082380;movie;13 Apr 2011;;;;True;1996;
1449;Waiting for Guffman;Comedy;Waiting for Guffman;1996;R;31 Jan 1997;84 min;Comedy;Christopher Guest;Christopher Guest, Eugene Levy;Christopher Guest, Fred Willard, Catherine O'Hara;An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance.;English;United States;2 wins & 3 nominations;https://m.media-amazon.com/images/M/MV5BYWY4OGVjOTctYTViZC00MWQzLWIyNjYtM2JmOWIzZGQwNWYyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '71/100'}];71.0;7.4;29,722;tt0118111;movie;21 Aug 2001;$2,923,982;;;True;1996;
1453;The Beautician and the Beast;Comedy|Romance;The Beautician and the Beast;1997;PG;07 Feb 1997;105 min;Comedy, Romance;Ken Kwapis;Todd Graff;Fran Drescher, Timothy Dalton, Ian McNeice;A New York City cosmetologist, mistakenly thought to be a science teacher, is offered a job to teach the children of an Eastern European dictator.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BOGViZjFhM2MtOGNmZC00MWQyLWJiM2MtODdkMDdlYmFmMjYzXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}];;5.4;9,579;tt0118691;movie;24 Jun 2003;$11,486,880;;;True;1997;
1454;SubUrbia;Comedy;SubUrbia;1996;R;03 Jul 1997;121 min;Comedy, Drama;Richard Linklater;Eric Bogosian;Giovanni Ribisi, Steve Zahn, Jayce Bartok;A group of suburban teenagers try to support each other through the difficult task of becoming adults.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BMjllMGZhMjctNTU0MS00ZDgzLTg1YTgtMDM2N2NmMzc0OTY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '62/100'}];62.0;6.7;10,028;tt0120238;movie;01 Jan 2009;$656,747;;;True;1997;
1455;Hotel de Love;Comedy|Romance;Hotel de Love;1996;R;07 Feb 1997;96 min;Comedy, Drama, Romance;Craig Rosenberg;Craig Rosenberg;Aden Young, Saffron Burrows, Simon Bossell;Twin brothers meet a childhood sweetheart at a tacky hotel and rediscover their love as they renew their competition for her affection.;English, French;Australia;;https://m.media-amazon.com/images/M/MV5BMTI2OTA0MzE0NF5BMl5BanBnXkFtZTcwMjA2NjEyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '47/100'}];47.0;6.0;660;tt0116565;movie;;$165,845;;;True;1996;
1456;The Pest;Comedy;The Pest;1997;PG-13;07 Feb 1997;84 min;Comedy;Paul Miller;David Bar Katz, John Leguizamo;John Leguizamo, Jeffrey Jones, Edoardo Ballerini;A Miami con man agrees to be the human target for a Neo-Nazi manhunter in order to collect $50,000 if he survives.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BNjZhNzg2OWQtMDBkYi00MTY5LTkxMDItMDc2MzVmNGU1MzM5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}];;4.8;8,880;tt0119887;movie;13 Jun 2000;$3,600,616;;;True;1997;
1457;Fools Rush In;Comedy|Romance;Fools Rush In;1997;PG-13;14 Feb 1997;109 min;Comedy, Drama, Romance;Andy Tennant;Joan Taylor, Katherine Reback;Matthew Perry, Salma Hayek, Jon Tenney;After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.;English, Spanish;United States;3 nominations;https://m.media-amazon.com/images/M/MV5BM2Q3MzA3YmYtNzUzNS00NDhhLTkyZmYtMDU2YmE1ODY5MjdmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '37/100'}];37.0;6.1;36,825;tt0119141;movie;03 Dec 2002;$29,481,428;;;True;1997;
