movieId;title;genres;Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;imdbID;Type;DVD;BoxOffice;Production;Website;Response;totalSeasons
1639;Chasing Amy;Drama|Romance;Chasing Amy;1997;R;18 Apr 1997;113 min;Comedy, Drama, Romance;Kevin Smith;Kevin Smith;Ben Affleck, Joey Lauren Adams, Ethan Suplee;Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.;English;United States;5 wins & 16 nominations;https://m.media-amazon.com/images/M/MV5BZDM3MTg2MGUtZDM0MC00NzMwLWE5NjItOWFjNjA2M2I4YzgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '71/100'}];71.0;7.2;140,015;tt0118842;movie;17 Nov 2009;$12,021,272;Miramax Films;;True;
1640;How to Be a Player;Comedy;How to Be a Player;1997;R;06 Aug 1997;93 min;Comedy;Lionel C. Martin;Mark Brown, Demetria Johnson;Bill Bellamy, Natalie Desselle Reid, Lark Voorhies;A playboy gets the tables turned on him when a party is arranged with all of the women he has been two-timing are in attendance.;English;United States;;https://m.media-amazon.com/images/M/MV5BOGI1Y2RhMzgtOTRkZC00M2M3LWFmMTYtOGMwZWY3NmFlMjIxXkEyXkFqcGdeQXVyOTQ5Njc0MDU@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}];;5.3;9,060;tt0119326;movie;06 Jan 2004;$14,009,368;;;True;
1644;I Know What You Did Last Summer;Horror|Mystery|Thriller;I Know What You Did Last Summer;1997;R;17 Oct 1997;101 min;Horror, Mystery;Jim Gillespie;Kevin Williamson, Lois Duncan;Jennifer Love Hewitt, Sarah Michelle Gellar, Anne Heche;Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.;English;United States;3 wins & 7 nominations;https://m.media-amazon.com/images/M/MV5BY2JlY2JlYTYtNmI3NC00YTk3LWEyYTgtNzg0ODJlYzViNjc4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '52/100'}];52.0;5.8;150,216;tt0119345;movie;07 Aug 2001;$72,586,134;;;True;
1645;Devil's Advocate, The;Crime|Horror|Mystery|Thriller;Devil's Advocate: The Mostly True Story of Giovanni Di Stefano;2022;;15 Feb 2022;;Documentary;Sam Hobkinson;;Keir Charles, Neal Craig, Tino Orsini;Devil's Advocate tells the epic, stranger-than-fiction tale of self-proclaimed international movie mogul and businessman turned criminal defence lawyer, Giovanni Di Stefano.;English;United Kingdom;;https://m.media-amazon.com/images/M/MV5BNjM3YmExODItYmI3MS00MDZiLWE3YzktMDRkM2VjNDFjYzI3XkEyXkFqcGdeQXVyMjIyODc5MDA@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}];;6.6;78;tt18267972;movie;;;;;True;
1646;Rocket Man;Comedy;Rocket Man;2005–;;18 Apr 2006;60 min;Drama;;Alison Hume;Robson Green, Charles Dale, John Rhys Halliwell;A recently widowed Welsh man struggles to build a rocket to launch his wife's ashes into space.;English;United Kingdom;;https://m.media-amazon.com/images/M/MV5BNTc5Mjk0OTIyMF5BMl5BanBnXkFtZTcwOTgwOTU1OQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}];;7.3;139;tt0468431;series;;;;;True;1.0
1647;Playing God;Crime|Thriller;Playing God;1997;R;17 Oct 1997;94 min;Crime, Drama, Thriller;Andy Wilson;Mark Haskell Smith;David Duchovny, Timothy Hutton, Angelina Jolie;A disgraced surgeon leaves his former life and reinvents himself as a gunshot doctor in the criminal underworld.;English, Russian;United States;;https://m.media-amazon.com/images/M/MV5BOTg4ZjdmNmQtNzhiMS00ZDJiLWIyMTEtNDU5NDYwYWU0ODU5XkEyXkFqcGdeQXVyNTE4MzAyNDk@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}];;5.6;7,779;tt0119906;movie;16 Jun 1998;$4,166,918;;;True;
1649;Fast, Cheap & Out of Control;Documentary;Fast, Cheap & Out of Control;1997;PG;03 Oct 1997;80 min;Documentary;Errol Morris;;Dave Hoover, George Mendonça, Rodney Brooks;An exploration of the careers of four unrelated professionals: a lion tamer, a robotics expert, a topiary gardener, and a naked mole rat specialist.;English;United States;11 wins & 2 nominations;https://m.media-amazon.com/images/M/MV5BNWMwNjZhOWUtN2UxZC00OWE1LTljNmMtZjc0MDk4MWE3MmEzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}];;7.1;3,867;tt0119107;movie;24 Sep 2002;$878,960;;;True;
1650;Washington Square;Drama;Washington Square;1997;PG;10 Oct 1997;115 min;Drama, Romance;Agnieszka Holland;Henry James, Carol Doyle;Jennifer Jason Leigh, Albert Finney, Maggie Smith;In this adaptation of the Henry James novel set in 19th-century New York City, a wealthy spinster with an overbearing father is pursued by a handsome fortune hunter who may be only after her money.;English, French;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BYWYyMzM2YzMtYjkyYi00YTUyLWI1OTktNWFhYTc0YmM2YTc2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}];;6.7;3,521;tt0120481;movie;03 Sep 2002;$1,851,761;Buena Vista Pictures;;True;
1651;Telling Lies in America;Drama;Telling Lies in America;1997;PG-13;15 Oct 1997;101 min;Drama, Music;Guy Ferland;Joe Eszterhas;Kevin Bacon, Brad Renfro, Maximilian Schell;A loner befriends a local celebrity, Billy Magic, but he soon begins to tell lies in order to maintain the friendship and the newfound status.;English;United States;1 win;https://m.media-amazon.com/images/M/MV5BMzE3NTUxMzItNmNhYy00MzQ3LWE5ODUtY2RhYzJmMjgzODgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '65/100'}];65.0;6.2;2,332;tt0120303;movie;29 May 2012;$318,809;;;True;
1652;Year of the Horse;Documentary;Year of the Horse;1997;R;08 Oct 1997;106 min;Documentary, Music;Jim Jarmusch;;Neil Young, Jim Jarmusch, Ralph Molina;This film documents Neil Young and Crazy Horse's 1996 concert tour. Jim Jarmusch interviews the band about their long history, and we see backstage footage from the 1970s and 1980s.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BMTYxOTE0OTYxMV5BMl5BanBnXkFtZTcwMDQ4MTU1MQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '58/100'}];58.0;6.6;1,918;tt0120539;movie;05 Nov 2019;$189,491;;;True;
1653;Gattaca;Drama|Sci-Fi|Thriller;Gattaca;1997;PG-13;24 Oct 1997;106 min;Drama, Sci-Fi, Thriller;Andrew Niccol;Andrew Niccol;Ethan Hawke, Uma Thurman, Jude Law;A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.;English, Esperanto;United States;Nominated for 1 Oscar. 6 wins & 16 nominations total;https://m.media-amazon.com/images/M/MV5BODI3ZTc5NjktOGMyOC00NjYzLTgwZDYtYmQ4NDc1MmJjMjRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '64/100'}];64.0;7.8;309,104;tt0119177;movie;22 May 2001;$12,532,777;;;True;
1654;FairyTale: A True Story;Children's|Drama|Fantasy;FairyTale: A True Story;1997;PG;24 Oct 1997;99 min;Drama, Family, Fantasy;Charles Sturridge;Albert Ash, Tom McLoughlin, Ernie Contreras;Paul McGann, Florence Hoath, Elizabeth Earl;In 1917, two children take a photograph, which is soon believed by some to be the first scientific evidence of the existence of fairies.;English;United Kingdom;Won 1 BAFTA Award1 win & 3 nominations total;https://m.media-amazon.com/images/M/MV5BN2Y5NWUwZDgtOWNjNi00NzZlLWIzNWYtM2U2ZjMyM2MzODBkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}];;6.5;6,124;tt0119095;movie;11 Nov 2003;$14,059,077;;;True;
1655;Phantoms;Horror;Phantoms;1998;R;23 Jan 1998;96 min;Horror, Sci-Fi, Thriller;Joe Chappelle;Dean R. Koontz;Peter O'Toole, Rose McGowan, Joanna Going;In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive.;English;United States, Japan;2 nominations;https://m.media-amazon.com/images/M/MV5BNTM2ZmEwZTEtOGI4OC00NDJlLWFhYWUtNGIyMDU5NGE5OTE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '26/100'}];26.0;5.4;21,432;tt0119891;movie;19 Apr 2011;$5,624,282;;;True;
1656;Swept from the Sea;Romance;Swept from the Sea;1997;PG-13;23 Jan 1998;115 min;Drama, Mystery, Romance;Beeban Kidron;Joseph Conrad, Tim Willocks;Rachel Weisz, Vincent Perez, Ian McKellen;The story of Russian emigrant Yanko Goorall and servant Amy Foster in the end of nineteenth century. When Yanko enters a farm, sick and hungry after a shipwreck, everyone is afraid of him, except for Amy.;English;United Kingdom, United States;;https://m.media-amazon.com/images/M/MV5BZmM2N2M2YWMtNzNlMC00ODYxLWI5OGMtODgzZmMzODE4MDE2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}];;6.7;3,490;tt0120257;movie;14 Jul 1998;$397,020;;;True;
1657;Wonderland;Documentary;Wonderland;2003;R;24 Oct 2003;104 min;Crime, Drama, Mystery;James Cox;James Cox, Captain Mauzner, Todd Samovitz;Val Kilmer, Lisa Kudrow, Kate Bosworth;In the police investigation of a brutal crime scene, one man was at the center of it all: legendary porn star John Holmes.;English;United States, Canada;3 nominations;https://m.media-amazon.com/images/M/MV5BY2YyOWQ2NWUtM2VhYS00MGEyLTg0ZDAtOThiNDcyNWE2NzE4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '43/100'}];43.0;6.5;22,673;tt0335563;movie;10 Feb 2004;$1,060,512;Lionsgate Films;;True;
1659;Hurricane Streets;Drama;Hurricane Streets;1997;R;19 Feb 1998;86 min;Crime, Drama, Romance;Morgan J. Freeman;Morgan J. Freeman;Brendan Sexton III, Shawn Elliott, Antoine McLean;A teenage petty criminal dreams of escaping his increasingly unlawful lifestyle when he meets a sweet girl who hopes to one day travel to Alaska.;English;United States;3 wins & 3 nominations;https://m.media-amazon.com/images/M/MV5BMTI5MTg5MjU3N15BMl5BanBnXkFtZTYwODEzMjY5._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}];;6.3;1,264;tt0119338;movie;03 May 2010;$375,634;;;True;
1660;Eve's Bayou;Drama;Eve's Bayou;1997;R;07 Nov 1997;108 min;Drama;Kasi Lemmons;Kasi Lemmons;Samuel L. Jackson, Jurnee Smollett, Meagan Good;What did little Eve see--and how will it haunt her? Husband, father and womanizer Louis Batiste is the head of an affluent family, but it's the women who rule this gothic world of secrets, lies and mystic forces.;English, French;United States;12 wins & 17 nominations;https://m.media-amazon.com/images/M/MV5BNWRiYmM0MGItYjY3YS00ZGYwLTgxMTMtNzA4MjYzMzI3ZDY3XkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '78/100'}];78.0;7.2;10,785;tt0119080;movie;18 Feb 2003;$14,842,388;Trimark Pictures;;True;
1661;Switchback;Thriller;Switchback;1997;R;31 Oct 1997;118 min;Crime, Mystery, Thriller;Jeb Stuart;Jeb Stuart;Danny Glover, Dennis Quaid, Claudia Stedelin;An FBI agent tries to catch a serial killer who kidnapped his son.;English;United States;;https://m.media-amazon.com/images/M/MV5BZmUzNWI2NDMtYjg2MS00N2Q2LWE3NDQtNmFlYmI2NDQwYjYyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}];;6.4;14,545;tt0119210;movie;01 Jan 2013;$6,492,660;Paramount Pictures;;True;
1662;Gang Related;Crime;Gang Related;1997;R;08 Oct 1997;111 min;Action, Crime, Drama;Jim Kouf;Jim Kouf;Jim Belushi, Tupac Shakur, Lela Rochon;After murdering an undercover DEA agent, two corrupt cops scramble to cover up what they've done.;English;United States;;https://m.media-amazon.com/images/M/MV5BMWFhYTNlMGEtNDRiZS00YzM0LWIxOTctZjc3MGNjYzZhNWNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '49/100'}];49.0;6.4;9,345;tt0118900;movie;20 Nov 2001;$5,906,773;;;True;
1663;Stripes;Comedy;Stripes;1981;R;26 Jun 1981;106 min;Comedy, War;Ivan Reitman;Len Blum, Daniel Goldberg, Harold Ramis;Bill Murray, John Candy, Harold Ramis;Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.;English, Russian, Polish;United States;;https://m.media-amazon.com/images/M/MV5BYTFiM2U0MjktNjUyMy00YzdhLWE0ZmUtNDUxNTA0MjhjZjBlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '68/100'}];68.0;6.8;75,972;tt0083131;movie;17 Jan 2006;$85,297,000;;;True;
1664;Nénette et Boni;Drama;Nénette et Boni;1996;Not Rated;19 Sep 1997;103 min;Drama;Claire Denis;Claire Denis, Jean-Pol Fargeau;Grégoire Colin, Alice Houri, Jacques Nolot;A brother and sister reunite after time apart. But the sister is pregnant, which could either bring the siblings together or tear them apart.;French, English, Vietnamese;France;6 wins & 3 nominations;https://m.media-amazon.com/images/M/MV5BYzhiZmFkMjQtMGQyZS00OTFjLTg0ODctNzRjYzdlYTQ1OTUwXkEyXkFqcGdeQXVyMTEyODk3NTgz._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '70/100'}];70.0;6.9;1,821;tt0117221;movie;26 May 2009;;;;True;
1665;Bean;Comedy;Bean;1997;PG-13;07 Nov 1997;89 min;Adventure, Comedy, Family;Mel Smith;Rowan Atkinson, Richard Curtis, Robin Driscoll;Rowan Atkinson, Peter MacNicol, John Mills;The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.;English;United Kingdom, United States;2 wins & 1 nomination;https://m.media-amazon.com/images/M/MV5BYjU2YzY5NDEtM2M3NC00NGM0LTg3MmItNWQ1OWY2ZmNkZTU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '52/100'}];52.0;6.5;107,036;tt0118689;movie;27 Apr 2004;$45,319,423;;;True;
1666;Hugo Pool;Romance;Hugo Pool;1997;R;12 Dec 1997;92 min;Comedy, Romance;Robert Downey Sr.;Robert Downey Sr., Laura Ernst;Alyssa Milano, Mark Boone Junior, Malcolm McDowell;An LA pool cleaner/Alyssa Milano falls in love with a young man with ALS/Lou Gehrig's Disease.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BZmE3MzEyNGMtNTEwYi00Y2Y5LWI1NDctNmZmZDJmOGI3NzBhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}];;5.0;2,021;tt0119327;movie;;$13,330;;;True;
1667;Mad City;Action|Drama;Mad City;1997;PG-13;07 Nov 1997;115 min;Crime, Drama, Thriller;Costa-Gavras;Tom Matthews, Eric Williams;John Travolta, Dustin Hoffman, Alan Alda;A distraught man inadvertently takes a group of children hostage in a museum while a hungry, seasoned reporter tries to resurrect his career covering the story.;English;United States;1 nomination;https://m.media-amazon.com/images/M/MV5BYTVhZmM5OTUtMmZlNC00YzI1LWEwOGYtNWRmYzNhOGQ1YTJkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '45/100'}];45.0;6.3;20,372;tt0119592;movie;31 Oct 2008;$10,541,523;Warner Bros.;;True;
1668;One Night Stand;Drama;One Night Stand;1997;R;17 Sep 1997;102 min;Drama, Romance;Mike Figgis;Mike Figgis;Wesley Snipes, Nastassja Kinski, Kyle MacLachlan;Max/W.Snipes has a one night stand with Karen/N.Kinski in NYC. He returns to his wife, 2 kids and career in LA but is affected. A year later, Max and Karen meet again by chance, but this time they're with their spouses.;English;United States;1 win & 3 nominations;https://m.media-amazon.com/images/M/MV5BYmM0ODFjZGEtYWQ2YS00NTk1LTkwODYtYTdjY2NkZDgzMzgwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}];;5.9;7,048;tt0119832;movie;31 Mar 1998;$2,642,983;New Line Cinema;;True;
1670;Welcome To Sarajevo;Drama|War;Welcome to Sarajevo;1997;R;26 Nov 1997;103 min;Drama, War;Michael Winterbottom;Michael Nicholson, Frank Cottrell Boyce;Stephen Dillane, Woody Harrelson, Marisa Tomei;American and British journalists Flynn and Michael Henderson, along with their respective news teams, meet at the beginning of the Bosnian war in Sarajevo. During their reports, the group find an orphanage run by the devoted Mrs. ...;English, Serbian, Bosnian;United Kingdom, United States;1 win & 2 nominations;https://m.media-amazon.com/images/M/MV5BMjEwNzE5NDgzMF5BMl5BanBnXkFtZTcwNTc4MTUyMQ@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '72/100'}];72.0;6.7;7,626;tt0120490;movie;03 Feb 2004;$334,319;;;True;
1671;Deceiver;Crime;Deceiver;1997;R;30 Jan 1998;106 min;Crime, Drama, Mystery;Jonas Pate, Josh Pate;Jonas Pate, Josh Pate;Tim Roth, Chris Penn, Michael Rooker;A hooker is found cut in two. Two cops give polygraph tests to the only suspect, James Wayland (Tim Roth), an unstable genius. After some time, the roles change.;English, Spanish;United States;3 wins;https://m.media-amazon.com/images/M/MV5BMTgyMDk1NjQyM15BMl5BanBnXkFtZTgwODYzMzgwMzE@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}];;6.5;6,774;tt0119527;movie;13 May 2008;$572,433;;;True;
1673;Boogie Nights;Drama;Boogie Nights;1997;R;31 Oct 1997;155 min;Drama;Paul Thomas Anderson;Paul Thomas Anderson;Mark Wahlberg, Julianne Moore, Burt Reynolds;Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.;English;United States;Nominated for 3 Oscars. 37 wins & 65 nominations total;https://m.media-amazon.com/images/M/MV5BY2E2YWYxY2QtZmJmZi00MjJlLWFiYWItZTk5Y2IyMWQ1ZThhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '85/100'}];85.0;7.9;270,724;tt0118749;movie;08 May 2007;$26,416,349;;;True;
1674;Witness;Drama|Romance|Thriller;Witness;1985;R;08 Feb 1985;112 min;Drama, Romance, Thriller;Peter Weir;William Kelley, Pamela Wallace, Earl W. Wallace;Harrison Ford, Kelly McGillis, Lukas Haas;When a young Amish boy is sole witness to a murder while visiting Philadelphia with his mother, police detective John Book tries to protect the boy until an attempt on Book's life forces him into hiding in Amish country.;English, German;United States;Won 2 Oscars. 13 wins & 25 nominations total;https://m.media-amazon.com/images/M/MV5BZWQzYmM5OGYtMDJlOC00M2RlLThhYzgtNjZiOWYxNjlhMDJmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '76/100'}];76.0;7.4;98,153;tt0090329;movie;29 Jun 1999;$68,706,993;;;True;
1675;Incognito;Crime|Thriller;Incognito;1997;R;13 Mar 1998;108 min;Crime, Romance, Thriller;John Badham;Jordan Katz;Jason Patric, Irène Jacob, Thomas Lockyer;Harry Donovan is an art forger who paints a fake Rembrandt picture for $500,000. Marieke, the woman he meets in Paris and gets into bed with, turns out to be the art expert whom Harry's clients are using to check the counterfeit p...;English;United States;;https://m.media-amazon.com/images/M/MV5BMzljNzRjOTAtYWNhMy00OThmLTg0MTktYmE0NWIyNWU0OWMzXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}];;6.4;3,923;tt0119365;movie;12 Jun 2019;;;;True;
1676;Starship Troopers;Action|Adventure|Sci-Fi|War;Starship Troopers;1997;R;07 Nov 1997;129 min;Action, Adventure, Sci-Fi;Paul Verhoeven;Edward Neumeier, Robert A. Heinlein;Casper Van Dien, Denise Richards, Dina Meyer;Humans in a fascist, militaristic future wage war with giant alien bugs.;English;United States;Nominated for 1 Oscar. 3 wins & 16 nominations total;https://m.media-amazon.com/images/M/MV5BNWExNzg3MmMtYjc3MS00MzFlLWJiOWQtNWYxZTgxNjhlZTQ2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '52/100'}];52.0;7.3;301,347;tt0120201;movie;17 Dec 2002;$54,814,377;;;True;
1677;Critical Care;Comedy;Critical Care;1997;R;31 Oct 1997;107 min;Comedy, Drama;Sidney Lumet;Richard Dooling, Steven Schwartz;James Spader, Kyra Sedgwick, Helen Mirren;A hospital resident is put in the middle of a legal battle between two half-sisters on whether to pull their comatose dad's life support. But more seems to be at stake than dad's life - his inheritance.;English;Australia, United States;1 nomination;https://m.media-amazon.com/images/M/MV5BMjk5MzNhNGUtZjRmNS00Y2YyLThiZjYtODYzZDAyMDkxNWYzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}];;5.9;2,186;tt0118901;movie;20 Mar 2001;$221,193;;;True;
1679;Chairman of the Board;Comedy;Chairman of the Board;1997;PG-13;18 Sep 1998;95 min;Comedy;Alex Zamm;Alfredo Septién, Turi Meyer, Alex Zamm;Scott 'Carrot Top' Thompson, Courtney Thorne-Smith, Larry Miller;A surfer becomes the head of a major company.;English;United States;3 nominations;https://m.media-amazon.com/images/M/MV5BMDhmYzA3NTctYzZkMS00YmRmLWE1MjQtZGYxNjcwZWZhYWY0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '2.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}];;2.3;6,336;tt0118836;movie;13 May 2008;$181,233;Trimark Pictures;;True;
1680;Sliding Doors;Drama|Romance;Sliding Doors;1998;PG-13;01 May 1998;99 min;Comedy, Drama, Fantasy;Peter Howitt;Peter Howitt;Gwyneth Paltrow, John Hannah, John Lynch;A London woman's love life and career both hinge, unknown to her, on whether or not she catches a train. We see it both ways, in parallel.;English;United Kingdom, United States;Nominated for 1 BAFTA Award6 wins & 4 nominations total;https://m.media-amazon.com/images/M/MV5BMjU3YzkzNzItNjc5Mi00ZTg3LWFlYmYtYTc4OGYwODA3OTY5XkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '59/100'}];59.0;6.7;68,703;tt0120148;movie;24 Apr 2007;$11,841,544;Miramax Films;;True;
1681;Mortal Kombat: Annihilation;Action|Adventure;Mortal Kombat: Annihilation;1997;PG-13;21 Nov 1997;95 min;Action, Adventure, Fantasy;John R. Leonetti;Ed Boon, Lawrence Kasanoff, Joshua Wexler;Robin Shou, Talisa Soto, James Remar;A group of martial-arts warriors has only six days to save the Earth from an extra-dimensional invasion.;English;United States;;https://m.media-amazon.com/images/M/MV5BYjdmZTU3MWMtZTU4ZC00NjYzLTk1NzAtODc2ZDY0ZWNhYWEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '11/100'}];11.0;3.6;55,734;tt0119707;movie;25 Oct 2013;$35,927,406;New Line Cinema;;True;
1684;Mrs. Dalloway;Romance;The Hours: The Lives of Mrs. Dalloway;2011;;02 May 2011;10 min;Short;;;Michael Cunningham, David Hare, Stephen Daldry, Eileen Atkins;;English;UK;;;[{'Source': 'Internet Movie Database', 'Value': '9.6/10'}];;9.6;15;tt6915572;movie;;;;;True;
